Filename;Drawer;Base filename;First word;Last word;First word index;Last word index;Sequence;Error message
KRIJP_22886_03031024_sumienie2-swojszczyz.djvu;Sumienie2 - Swojszczyzna;sumienie2-swojszczyz;sumienie;swojszczyzna;2;1;625;
KRIJP_22888_03031025_swora-swoj1.djvu;Swora - Swój1;swora-swoj1;swora;swój;1;1;626;
KRIJP_22889_03031026_swoj2.djvu;Swój2;swoj2;swój;swój;2;2;627;
KRIJP_22890_03031027_swoj3.djvu;Swój3;swoj3;swój;swój;3;3;628;
KRIJP_22891_03031028_swoj4-swywolny.djvu;Swój4 - Swywolny;swoj4-swywolny;swój;swywolny;4;1;629;
KRIJP_22892_03031029_sybara-syndykowstwo.djvu;Sybara - Syndykowstwo;sybara-syndykowstwo;sybara;syndykowstwo;1;1;630;
KRIJP_22893_03031030_syneczek-szaleniec.djvu;Syneczek - Szaleniec;syneczek-szaleniec;syneczek;szaleniec;1;1;631;
KRIJP_22894_03031031_szalenstwo-szczaw.djvu;Szaleństwo - Szczaw;szalenstwo-szczaw;szaleństwo;szczaw;1;1;632;
KRIJP_22895_03031032_szczawi-szczesliwy1.djvu;Szczawi - Szczęśliwy1;szczawi-szczesliwy1;szczawi;szczęśliwy;1;1;633;
KRIJP_22896_03031033_szczesliwy2-szeroszo.djvu;Szczęśliwy2 - Szeroszowski;szczesliwy2-szeroszo;szczęśliwy;szeroszowski;2;1;634;
KRIJP_22897_03031034_szerszeni-szkodliwos.djvu;Szerszeni - Szkodliwość;szerszeni-szkodliwos;szerszeni;szkodliwość;1;1;635;
KRIJP_22898_03031035_szkodliwy-szlachetno.djvu;Szkodliwy - Szlachetność;szkodliwy-szlachetno;szkodliwy;szlachetność;1;1;636;
KRIJP_22899_03031036_szlachetny-szpetny.djvu;Szlachetny - Szpetny;szlachetny-szpetny;szlachetny;szpetny;1;1;637;
KRIJP_22900_03031037_szpetulicha-szufla.djvu;Szpetulicha - Szufla;szpetulicha-szufla;szpetulicha;szufla;1;1;638;
KRIJP_22901_03031038_szuflada-szwedzki.djvu;Szuflada - Szwedzki;szuflada-szwedzki;szuflada;szwedzki;1;1;639;
KRIJP_22902_03031039_szwela-scieracsie.djvu;Szwel(a) - Scierać się;szwela-scieracsie;szwel;ścierać się;1;1;640;
KRIJP_22903_03031040_scieranie-slub.djvu;Ścieranie - Ślub;scieranie-slub;ścieranie;ślub;1;1;641;
KRIJP_22904_03031041_slubic-smierc1.djvu;Ślubić - Śmierć1;slubic-smierc1;ślubić;śmierć;1;1;642;
KRIJP_22905_03031042_smierc2-srodkoziemny.djvu;Śmierć2 - Środkoziemny;smierc2-srodkoziemny;śmierć;środkoziemny;2;1;643;
KRIJP_22906_03031043_srodoposny-swiat1.djvu;Środoposny - Świat1;srodoposny-swiat1;środoposny;świat;1;1;644;
KRIJP_22907_03031044_swiat2-swietnie.djvu;Świat2 - Świetnie;swiat2-swietnie;świat;świetnie;2;1;645;
KRIJP_22887_03031045_swietniec-swiety1.djvu;Świetnieć - Święty1;swietniec-swiety1;świetnieć;święty;1;1;646;
KRIJP_22908_03031046_swiety2-tak1.djvu;Święty2 - Tak1;swiety2-tak1;święty;tak;2;1;647;
KRIJP_22909_03031047_tak2.djvu;Tak2;tak2;tak;tak;2;2;648;
KRIJP_22910_03031048_tak3.djvu;Tak3;tak3;tak;tak;3;3;649;
KRIJP_22911_03031049_tak4.djvu;Tak4;tak4;tak;tak;4;4;650;
KRIJP_22912_03031050_taka-taki.djvu;Taka - Taki;taka-taki;taka;taki;1;1;651;
KRIJP_22913_03031051_taki-takze1.djvu;Taki - Także1;taki-takze1;taki;także;1;1;652;
KRIJP_22914_03031052_takze2-tam1.djvu;Także2 - Tam1;takze2-tam1;także;tam;2;1;653;
KRIJP_22915_03031053_tam2-tamze.djvu;Tam2 - Tamże;tam2-tamze;tam;tamże;2;1;654;
KRIJP_22916_03031054_tan-tczy.djvu;Tan - Tczy;tan-tczy;tan;tczy;1;1;655;
KRIJP_22917_03031055_teatr-temu.djvu;Teatr - Temu;teatr-temu;teatr;temu;1;1;656;
KRIJP_22918_03031056_technac-to1.djvu;Technąć - To1;technac-to1;technąć;to;1;1;657;
KRIJP_22919_03031057_ten1.djvu;Ten1;ten1;ten;ten;1;1;658;
KRIJP_22920_03031060_ten2.djvu;Ten2;ten2;ten;ten;2;2;659;
KRIJP_22921_03031061_ten3.djvu;Ten3;ten3;ten;ten;3;3;660;
KRIJP_22922_03031062_ten4.djvu;Ten4;ten4;ten;ten;4;4;661;
KRIJP_22923_03031063_ten5.djvu;Ten5;ten5;ten;ten;5;5;662;
KRIJP_22924_03031064_ten6.djvu;Ten6;ten6;ten;ten;6;6;663;
KRIJP_22925_03031065_ten7.djvu;Ten7;ten7;ten;ten;7;7;664;
KRIJP_22926_03031066_ten8.djvu;Ten8;ten8;ten;ten;8;8;665;
KRIJP_22927_03031067_ten9.djvu;Ten9;ten9;ten;ten;9;9;666;
KRIJP_22928_03031058_ten10.djvu;Ten10;ten10;ten;ten;10;10;667;
KRIJP_22929_03031059_ten11.djvu;Ten11;ten11;ten;ten;11;11;668;
KRIJP_22930_03031068_tenze2-teraz1.djvu;Tenże2 - Teraz1;tenze2-teraz1;tenże;teraz;2;1;669;
KRIJP_22931_03031069_teraz2-tez1.djvu;Teraz2 - Też1;teraz2-tez1;teraz;też;2;1;670;
KRIJP_22932_03031070_tez2.djvu;Też2;tez2;też;też;2;2;671;
KRIJP_22933_03031071_to2.djvu;To2;to2;to;to;2;2;672;
KRIJP_22934_03031072_to3-towarzystwo.djvu;To3 - Towarzystwo;to3-towarzystwo;to;towarzystwo;3;1;673;
KRIJP_23051_03031073_towarzysz-traktatowy.djvu;Towarzysz - Traktatowy;towarzysz-traktatowy;towarzysz;traktatowy;1;1;674;
KRIJP_23052_03031074_traktowac-trocha.djvu;Traktować - Trocha;traktowac-trocha;traktować;trocha;1;1;675;
KRIJP_23053_03031075_troche-trudno.djvu;Trochę - Trudno;troche-trudno;trochę;trudno;1;1;676;
KRIJP_23054_03031076_trudnomownosc-trybun.djvu;Trudnomowność - Trybunał1;trudnomownosc-trybun;trudnomowność;trybunał;1;1;677;
KRIJP_23055_03031077_trybunal2-trzebaz.djvu;Trybunał2 - Trzebaż;trybunal2-trzebaz;trybunał;trzebaż;2;1;678;
KRIJP_23056_03031078_trzebczanin-trzy1.djvu;Trzebczanin - Trzy1;trzebczanin-trzy1;trzebczanin;trzy;1;1;679;
KRIJP_23057_03031079_trzy2-tu1.djvu;Trzy2 - Tu1;trzy2-tu1;trzy;tu;2;1;680;
KRIJP_23058_03031080_tu2-turbowanie.djvu;Tu2 - Turbowanie;tu2-turbowanie;tu;turbowanie;2;1;681;
KRIJP_23059_03031081_turchala-twarz1.djvu;Turchala - Twarz1;turchala-twarz1;turchala;twarz;1;1;682;
KRIJP_23060_03031082_twarz2-ty1.djvu;Twarz2 - Ty1;twarz2-ty1;twarz;ty;2;1;683;
KRIJP_23061_03031083_ty2-tyka.djvu;Ty2 - Tyka;ty2-tyka;ty;tyka;2;1;684;
KRIJP_23062_03031084_tykac-tylko1.djvu;Tykać - Tylko1;tykac-tylko1;tykać;tylko;1;1;685;
KRIJP_23063_03031085_tylko2-tymczasem.djvu;Tylko2 - Tymczasem;tylko2-tymczasem;tylko;tymczasem;2;1;686;
KRIJP_23064_03031086_tymf-tyzbier.djvu;Tymf - Tyżbier;tymf-tyzbier;tymf;tyżbier;1;1;687;
KRIJP_23065_03031087_u1.djvu;U1;u1;u;u;1;1;688;
KRIJP_23066_03031088_u2-ubraniac.djvu;U2 - Ubraniać;u2-ubraniac;u;ubraniać;2;1;689;
KRIJP_23067_03031089_ubranie-uciekacz.djvu;Ubranie - Uciekacz;ubranie-uciekacz;ubranie;uciekacz;1;1;690;
KRIJP_23068_03031090_uciekac-uczycsie.djvu;Uciekać - Uczyć się;uciekac-uczycsie;uciekać;uczyć się;1;1;691;
KRIJP_23069_03031091_uczynek-uczynkowy.djvu;Uczynek - Uczynkowy;uczynek-uczynkowy;uczynek;uczynkowy;1;1;692;
KRIJP_23070_03031092_uczynnie-ufortyfikow.djvu;Uczynnie - Ufortyfikowany;uczynnie-ufortyfikow;uczynnie;ufortyfikowany;1;1;693;
KRIJP_23071_03031093_ufrasowac-ukleic.djvu;Ufrasować - Ukleić;ufrasowac-ukleic;ufrasować;ukleić;1;1;694;
KRIJP_23072_03031094_uklej-ulagodzicsie.djvu;Uklej - Ułagodzić się;uklej-ulagodzicsie;uklej;ułagodzić się;1;1;695;
KRIJP_23073_03031095_ulak-umocniony.djvu;Ułak - Umocniony;ulak-umocniony;ułak;umocniony;1;1;696;
KRIJP_23074_03031096_umocowac-unizony.djvu;Umocować - Uniżony;umocowac-unizony;umocować;uniżony;1;1;697;
KRIJP_23075_03031097_unizyc-upominek.djvu;Uniżyć - Upominek;unizyc-upominek;uniżyć;upominek;1;1;698;
KRIJP_23076_03031098_upominkowac-uragowis.djvu;Upominkować - Urągowisko;upominkowac-uragowis;upominkować;urągowisko;1;1;699;
KRIJP_23077_03031099_urbanowa-urzekanie.djvu;Urbanowa - Urzekanie;urbanowa-urzekanie;urbanowa;urzekanie;1;1;700;
KRIJP_23078_03031100_urzenialy-uspokoicsi.djvu;Urzeniały - Uspokoić się;urzenialy-uspokoicsi;urzeniały;uspokoić się;1;1;701;
KRIJP_23079_03031101_uspokajac-ustepowacs.djvu;Uspokajać - Ustępować się;uspokajac-ustepowacs;uspokajać;ustępować się;1;1;702;
KRIJP_23080_03031102_ustepowanie-utrapien.djvu;Ustępowanie - Utrapienie;ustepowanie-utrapien;ustępowanie;utrapienie;1;1;703;
KRIJP_23081_03031103_utrapiony-uwierciec.djvu;Utrapiony - Uwiercieć;utrapiony-uwierciec;utrapiony;uwiercieć;1;1;704;
KRIJP_23082_03031104_uwierzac-uzywanie.djvu;Uwierzać - Używanie;uwierzac-uzywanie;uwierzać;używanie;1;1;705;
KRIJP_23083_03031105_w1.djvu;W1;w1;w;w;1;1;706;
KRIJP_23084_03031109_w2.djvu;W2;w2;w;w;2;2;707;
KRIJP_23085_03031110_w3.djvu;W3;w3;w;w;3;3;708;
KRIJP_23086_03031111_w4.djvu;W4;w4;w;w;4;4;709;
KRIJP_23087_03031112_w5.djvu;W5;w5;w;w;5;5;710;
KRIJP_23088_03031113_w6.djvu;W6;w6;w;w;6;6;711;
KRIJP_23089_03031114_w7.djvu;W7;w7;w;w;7;7;712;
KRIJP_23090_03031115_w8.djvu;W8;w8;w;w;8;8;713;
KRIJP_23296_03031116_w9.djvu;W9;w9;w;w;9;9;714;
KRIJP_23297_03031106_w10.djvu;W10;w10;w;w;10;10;715;
KRIJP_23299_03031107_w11.djvu;W11;w11;w;w;11;11;716;
KRIJP_23303_03031108_w12-walnica.djvu;W12 - Walnica;w12-walnica;w;walnica;12;1;717;
KRIJP_23305_03031117_walnie-warzyc.djvu;Walnie - Warzyć;walnie-warzyc;walnie;warzyć;1;1;718;
KRIJP_23306_03031118_warzycsie-watpliwy.djvu;Warzyć się - Wątpliwy;warzycsie-watpliwy;warzyć się;wątpliwy;1;1;719;
KRIJP_23308_03031119_watroba-wdziewoslebi.djvu;Wątroba - Wdziewosłębić;watroba-wdziewoslebi;wątroba;wdziewosłębić;1;1;720;
KRIJP_23310_03031120_wdzieczen-wejze.djvu;Wdzięczen - Wejże;wdzieczen-wejze;wdzięczen;wejże;1;1;721;
KRIJP_23312_03031121_wekier-wesrzedny.djvu;Wekier - Weśrzedny;wekier-wesrzedny;wekier;weśrzedny;1;1;722;
KRIJP_23313_03031122_wet-wiadomosc1.djvu;Wet - Wiadomość1;wet-wiadomosc1;wet;wiadomość;1;1;723;
KRIJP_23314_03031123_wiadomosc2-wiazacsie.djvu;Wiadomość2 - Wiązać się;wiadomosc2-wiazacsie;wiadomość;wiązać się;2;1;724;
KRIJP_23315_03031124_wiazaneczka-widziec1.djvu;Wiązaneczka - Widzieć1;wiazaneczka-widziec1;wiązaneczka;widzieć;1;1;725;
KRIJP_23317_03031125_widziec2-wieczor.djvu;Widzieć2 - Wieczór;widziec2-wieczor;widzieć;wieczór;2;1;726;
KRIJP_23318_03031126_wieczyc-wiedzma.djvu;Wieczyć - Wiedźma;wieczyc-wiedzma;wieczyć;wiedźma;1;1;727;
KRIJP_23319_03031127_wieja-wiele1.djvu;Wieja - Wiele1;wieja-wiele1;wieja;wiele;1;1;728;
KRIJP_23323_03031128_wiele2-wielki1.djvu;Wiele2 - Wielki1;wiele2-wielki1;wiele;wielki;2;1;729;
KRIJP_23325_03031129_wielki2.djvu;Wielki2;wielki2;wielki;wielki;2;2;730;
KRIJP_23326_03031130_wielki3-wiernus.djvu;Wielki3 - Wiernuś;wielki3-wiernus;wielki;wiernuś;3;1;731;
KRIJP_23328_03031131_wierny-wies1.djvu;Wierny - Wieś1;wierny-wies1;wierny;wieś;1;1;732;
KRIJP_23329_03031132_wies2-wiec1.djvu;Wieś2 - Więc1;wies2-wiec1;wieś;więc;2;1;733;
KRIJP_23331_03031133_wiec2-wiekszy.djvu;Więc2 - Większy;wiec2-wiekszy;więc;większy;2;1;734;
KRIJP_23321_03031134_wiekszy2-wilgotny.djvu;Większy2 - Wilgotny;wiekszy2-wilgotny;większy;wilgotny;2;1;735;
KRIJP_23332_03031135_willa-winszowanie.djvu;Willa - Winszowanie;willa-winszowanie;willa;winszowanie;1;1;736;
KRIJP_23333_03031136_wintomienski-wkrotce.djvu;Wintomieński - Wkrótce;wintomienski-wkrotce;wintomieński;wkrótce;1;1;737;
KRIJP_23334_03031137_wkrusz-wlochy.djvu;Wkrusz - Włochy;wkrusz-wlochy;wkrusz;włochy;1;1;738;
KRIJP_23336_03031138_wloclaw-wnetrznosci.djvu;Włocław - Wnętrzności;wloclaw-wnetrznosci;włocław;wnętrzności;1;1;739;
KRIJP_23337_03031139_wnetrzny-woda.djvu;Wnętrzny - Woda;wnetrzny-woda;wnętrzny;woda;1;1;740;
KRIJP_23338_03031140_wodca-wojlok.djvu;Wodca - Wojłok;wodca-wojlok;wodca;wojłok;1;1;741;
KRIJP_23341_03031141_wojna-wojsko1.djvu;Wojna - Wojsko1;wojna-wojsko1;wojna;wojsko;1;1;742;
KRIJP_23342_03031142_wojsko2-wola1.djvu;Wojsko2 - Wola1;wojsko2-wola1;wojsko;wola;2;1;743;
KRIJP_23343_03031143_wola2-wolny.djvu;Wola2 - Wolny;wola2-wolny;wola;wolny;2;1;744;
KRIJP_23345_03031144_wolok-wodka.djvu;Wolok - Wódka;wolok-wodka;wolok;wódka;1;1;745;
KRIJP_23339_03031145_wodz-wprawdziec.djvu;Wódz - Wprawdzieć;wodz-wprawdziec;wódz;wprawdzieć;1;1;746;
KRIJP_23347_03031146_wprawiac-wroblowy.djvu;Wprawiać - Wróblowy;wprawiac-wroblowy;wprawiać;wróblowy;1;1;747;
KRIJP_23350_03031147_wrocenie-wsiadzenie.djvu;Wrócenie - Wsiądzenie;wrocenie-wsiadzenie;wrócenie;wsiądzenie;1;1;748;
KRIJP_23351_03031148_wsiakac-wstaznik.djvu;Wsiąkać - Wstążnik;wsiakac-wstaznik;wsiąkać;wstążnik;1;1;749;
KRIJP_23352_03031149_wstecz-wszelki1.djvu;Wstecz - Wszelki1;wstecz-wszelki1;wstecz;wszelki;1;1;750;
KRIJP_23353_03031150_wszelki2-wszystek1.djvu;Wszelki2 - Wszystek1;wszelki2-wszystek1;wszelki;wszystek;2;1;751;
KRIJP_23354_03031151_wszystek2.djvu;Wszystek2;wszystek2;wszystek;wszystek;2;2;752;
KRIJP_23355_03031152_wszystek4-wxlit.djvu;Wszystek4 - WX.Lit;wszystek4-wxlit;wszystek;wx.lit;4;1;753;
KRIJP_23356_03031153_wszytek3.djvu;Wszytek3;wszytek3;wszytek;wszytek;3;3;754;
KRIJP_23370_03031165_wy-wychelznywac.djvu;Wy - Wychełznywać;wy-wychelznywac;wy;wychełznywać;1;1;755;
KRIJP_23357_03031154_wychedazac-wycwiczyc.djvu;Wychędażać - Wyćwiczyć się;wychedazac-wycwiczyc;wychędażać;wyćwiczyć się;1;1;756;
KRIJP_23358_03031155_wydac-wygmerac.djvu;Wydać - Wygmerać;wydac-wygmerac;wydać;wygmerać;1;1;757;
KRIJP_23360_03031156_wygnac-wyjsc1.djvu;Wygnać - Wyjść1;wygnac-wyjsc1;wygnać;wyjść;1;1;758;
KRIJP_23361_03031157_wyjsc2-wylamywacsie.djvu;Wyjść2 - Wyłamywać się;wyjsc2-wylamywacsie;wyjść;wyłamywać się;2;1;759;
KRIJP_23362_03031158_wylatac-wyniesle.djvu;Wylatać - Wynieśle;wylatac-wyniesle;wylatać;wynieśle;1;1;760;
KRIJP_23363_03031159_wynik-wyplacicsie.djvu;Wynik - Wypłacić się;wynik-wyplacicsie;wynik;wypłacić się;1;1;761;
KRIJP_23364_03031160_wyplakac-wyrajenie.djvu;Wyplakać - Wyrajenie;wyplakac-wyrajenie;wyplakać;wyrajenie;1;1;762;
KRIJP_23365_03031161_wyrastac-wysarknac.djvu;Wyrastać - Wysarknąć;wyrastac-wysarknac;wyrastać;wysarknąć;1;1;763;
KRIJP_23366_03031162_wysaczac-wystawiciel.djvu;Wysączać - Wystawiciel;wysaczac-wystawiciel;wysączać;wystawiciel;1;1;764;
KRIJP_23368_03031163_wystawic-wytruc.djvu;Wystawić - Wytruć;wystawic-wytruc;wystawić;wytruć;1;1;765;
KRIJP_23369_03031164_wytrwac-wyznaczycsie.djvu;Wytrwać - Wyznaczyć się;wytrwac-wyznaczycsie;wytrwać;wyznaczyć się;1;1;766;
KRIJP_23371_03031166_wyznac-wzgardzca.djvu;Wyznać - Wzgardźca;wyznac-wzgardzca;wyznać;wzgardźca;1;1;767;
KRIJP_23372_03031167_wzginac-wziac1.djvu;Wzginąć - Wziąć1;wzginac-wziac1;wzginąć;wziąć;1;1;768;
KRIJP_23373_03031168_wziac2-x.djvu;Wziąć2 - X;wziac2-x;wziąć;x;2;1;769;
KRIJP_23374_03031169_z1.djvu;Z1;z1;z;z;1;1;770;
KRIJP_23375_03031172_z2.djvu;Z2;z2;z;z;2;2;771;
KRIJP_23376_03031173_z3.djvu;Z3;z3;z;z;3;3;772;
KRIJP_23377_03031174_z4.djvu;Z4;z4;z;z;4;4;773;
KRIJP_23378_03031175_z5.djvu;Z5;z5;z;z;5;5;774;
KRIJP_23379_03031176_z6.djvu;Z6;z6;z;z;6;6;775;
KRIJP_23478_03031177_z7.djvu;Z7;z7;z;z;7;7;776;
KRIJP_23479_03031178_z8.djvu;Z8;z8;z;z;8;8;777;
KRIJP_23480_03031179_z9.djvu;Z9;z9;z;z;9;9;778;
KRIJP_23484_03031171_z11-za1.djvu;Z11 - Za1;z11-za1;z;za;11;1;779;
KRIJP_23486_03031180_za2.djvu;Za2;za2;za;za;2;2;780;
KRIJP_23489_03031181_za3.djvu;Za3;za3;za;za;3;3;781;
KRIJP_23491_03031182_za4-zabawiony.djvu;Za4 - Zabawiony;za4-zabawiony;za;zabawiony;4;1;782;
KRIJP_23494_03031183_zabawka-zachmurzyc.djvu;Zabawka - Zachmurzyć;zabawka-zachmurzyc;zabawka;zachmurzyć;1;1;783;
KRIJP_23496_03031184_zachodni-zacnosc.djvu;Zachodni - Zacność;zachodni-zacnosc;zachodni;zacność;1;1;784;
KRIJP_23497_03031185_zadatka-zajasniec.djvu;Zadatka - Zajaśnieć;zadatka-zajasniec;zadatka;zajaśnieć;1;1;785;
KRIJP_23498_03031186_zajazd-zakonnik.djvu;Zajazd - Zakonnik;zajazd-zakonnik;zajazd;zakonnik;1;1;786;
KRIJP_23500_03031187_zakonnosc-zalozony.djvu;Zakonność - Założony;zakonnosc-zalozony;zakonność;założony;1;1;787;
KRIJP_23501_03031188_zalozyc-zamkowy.djvu;Założyć - Zamkowy;zalozyc-zamkowy;założyć;zamkowy;1;1;788;
KRIJP_23503_03031189_zamlec-zapalic.djvu;Zamleć - Zapalić;zamlec-zapalic;zamleć;zapalić;1;1;789;
KRIJP_23504_03031190_zapalicsie-zaporoski.djvu;Zapalić się - Zaporoski;zapalicsie-zaporoski;zapalić się;zaporoski;1;1;790;
KRIJP_23505_03031191_zaporowski-zaraz.djvu;Zaporowski - Zaraz;zaporowski-zaraz;zaporowski;zaraz;1;1;791;
KRIJP_23506_03031192_zaraza-zasie.djvu;Zaraza - Zasię;zaraza-zasie;zaraza;zasię;1;1;792;
KRIJP_23508_03031193_zasiedzenie-zastepow.djvu;Zasiędzenie - Zastępowanie;zasiedzenie-zastepow;zasiędzenie;zastępowanie;1;1;793;
KRIJP_23509_03031194_zastole-zas.djvu;Zastole - Zaś;zastole-zas;zastole;zaś;1;1;794;
KRIJP_23510_03031195_zascianek-zatworzyc.djvu;Zaścianek - Zatworzyć;zascianek-zatworzyc;zaścianek;zatworzyć;1;1;795;
KRIJP_23511_03031196_zatybrowy-zawisny.djvu;Zatybrowy - Zawisny;zatybrowy-zawisny;zatybrowy;zawisny;1;1;796;
KRIJP_23512_03031197_zawitac-zawziety.djvu;Zawitać - Zawzięty;zawitac-zawziety;zawitać;zawzięty;1;1;797;
KRIJP_23513_03031198_zawzdy-zbawic.djvu;Zawżdy - Zbawić;zawzdy-zbawic;zawżdy;zbawić;1;1;798;
KRIJP_23514_03031199_zbawienie-zbraniacsi.djvu;Zbawienie - Zbraniać się;zbawienie-zbraniacsi;zbawienie;zbraniać się;1;1;799;
KRIJP_23515_03031200_zbranianie-zdac-sie.djvu;Zbranianie - Zdać-się;zbranianie-zdac-sie;zbranianie;zdać-się;1;1;800;
KRIJP_23516_03031201_zdala-zdrajczyni.djvu;Zdala - Zdrajczyni;zdala-zdrajczyni;zdala;zdrajczyni;1;1;801;
KRIJP_23517_03031202_zdrapac-zebraniesie.djvu;Zdrapać - Zebranie się;zdrapac-zebraniesie;zdrapać;zebranie się;1;1;802;
KRIJP_23519_03031206_zebrany-zesromocony.djvu;Zebrany - Zesromocony;zebrany-zesromocony;zebrany;zesromocony;1;1;803;
KRIJP_23521_03031207_zestarzaly-zgladzca.djvu;Zestarzały - Zgładźca;zestarzaly-zgladzca;zestarzały;zgładźca;1;1;804;
KRIJP_23522_03031208_zglo-zgryzny.djvu;Zgło - Zgryźny;zglo-zgryzny;zgło;zgryźny;1;1;805;
KRIJP_23523_03031209_zgrzac-ziemek.djvu;Zgrzać - Ziemek;zgrzac-ziemek;zgrzać;ziemek;1;1;806;
KRIJP_23524_03031210_ziemia-ziemioplaz.djvu;Ziemia - Ziemiopłaz;ziemia-ziemioplaz;ziemia;ziemiopłaz;1;1;807;
KRIJP_23525_03031211_ziemski-zjednac.djvu;Ziemski - Zjednać;ziemski-zjednac;ziemski;zjednać;1;1;808;
KRIJP_23526_03031212_zjednany-zlosciwy.djvu;Zjednany - Złościwy;zjednany-zlosciwy;zjednany;złościwy;1;1;809;
KRIJP_23528_03031213_zlosc-zloty.djvu;Złość - Złoty;zlosc-zloty;złość;złoty;1;1;810;
KRIJP_23527_03031214_zlowek-zly.djvu;Złowek - Zły;zlowek-zly;złowek;zły;1;1;811;
KRIJP_23529_03031215_zlykowaciec-zmylkowa.djvu;Złykowacieć - Zmyłkować;zlykowaciec-zmylkowa;złykowacieć;zmyłkować;1;1;812;
KRIJP_23530_03031216_zmylkowac-znac.djvu;Zmyłkować - Znać;zmylkowac-znac;zmyłkować;znać;1;1;813;
KRIJP_23531_03031217_znacsie-zniesiony.djvu;Znać się - Zniesiony;znacsie-zniesiony;znać się;zniesiony;1;1;814;
KRIJP_23532_03031218_zniesc-znowu.djvu;Znieść - Znowu;zniesc-znowu;znieść;znowu;1;1;815;
KRIJP_23533_03031219_znowuz-zostawa.djvu;Znowuż - Zostawa;znowuz-zostawa;znowuż;zostawa;1;1;816;
KRIJP_23535_03031220_zostawac-zrebowac.djvu;Zostawać - Zrębować;zostawac-zrebowac;zostawać;zrębować;1;1;817;
KRIJP_23656_03031221_zrecznie-zupelny.djvu;Zręcznie - Zupełny;zrecznie-zupelny;zręcznie;zupełny;1;1;818;
KRIJP_23657_03031222_zupny-zwierciec.djvu;Zupny - Zwiercieć;zupny-zwierciec;zupny;zwiercieć;1;1;819;
KRIJP_23659_03031223_zwierzch-zwono.djvu;Zwierzch - Zwono;zwierzch-zwono;zwierzch;zwono;1;1;820;
KRIJP_23667_03031224_zwora-zzynac.djvu;Zwora - Żżynać;zwora-zzynac;zwora;żżynać;1;1;821;
KRIJP_23518_03031225_zdziebelko-zaden1.djvu;Ździebełko - Żaden1;zdziebelko-zaden1;ździebełko;żaden;1;1;822;
KRIJP_23671_03031226_zaden2-zalosnie.djvu;Żaden2 - Żałosnie;zaden2-zalosnie;żaden;żałosnie;2;1;823;
KRIJP_23673_03031227_zalowac-ze1.djvu;Żałować - Że1;zalowac-ze1;żałować;że;1;1;824;
KRIJP_23674_03031203_ze2.djvu;Że2;ze2;że;że;2;2;825;
KRIJP_23675_03031228_ze3.djvu;Że3;ze3;że;że;3;3;826;
KRIJP_23677_03031204_ze4.djvu;Że4;ze4;że;że;4;4;827;
KRIJP_23679_03031205_ze5.djvu;Że5;ze5;że;że;5;5;828;
KRIJP_23520_03031230_zeby2-zelazo.djvu;Żeby2 - Żelazo;zeby2-zelazo;żeby;żelazo;2;1;829;
KRIJP_23681_03031231_zelazowy-zoludzki.djvu;Żelazowy - Żołudzki;zelazowy-zoludzki;żelazowy;żołudzki;1;1;830;
KRIJP_23534_03031232_zona-zychlinski.djvu;Żona - Żychliński;zona-zychlinski;żona;żychliński;1;1;831;
KRIJP_23682_03031233_zycie-zyc.djvu;Życie - Żyć;zycie-zyc;życie;żyć;1;1;832;
KRIJP_23669_03031234_zyd-zywnostka.djvu;Żyd - Żywnostka;zyd-zywnostka;żyd;żywnostka;1;1;833;
KRIJP_23683_03031235_zywnosc-zyzka.djvu;Żywność - Żyzka;zywnosc-zyzka;żywność;żyzka;1;1;834;
